account,canonical_url,class,cost,clicks,conversions,all_conversions,live_status,employer_form,job_seeker_nav,confidence,trust_note,date_range
US,https://virtualcoworker.com/services/customer-service-representative-from-philippines,wp_services_or_content,2211.88,74,4.5,5.5,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/executive-assistant-from-philippines-au,wp_services_or_content,2003.79,46,1.0,15.5,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/bookkeepers-accountants,wp_services_or_content,1912.38,154,4.0,5.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://try.virtualcoworker.com/us,try,1675.21,60,1.0,5.88,200,True,False,uncertain,Employer-lean Formspree + Calendly. Thank-you 404. Tiny Ads URL share historically. Not safer than current .app.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/technical-support-specialists,wp_services_or_content,1626.14,125,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/faq,wp_services_or_content,1482.24,100,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/web-developers,wp_services_or_content,1436.14,62,3.5,5.25,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/contact-us,wp_contact,1372.22,141,8.0,16.0,200,True,True,uncertain,"Gravity Form exists (name, email, phone, company, country, message required; Job radio on US). Dual-door. Uncertain quality.",2024-08-01 to 2026-08-12
AU,https://try.virtualcoworker.com/apac,try,1326.6,489,0.0,28.97,200,True,False,uncertain,Employer-lean Formspree + Calendly. Thank-you 404. Tiny Ads URL share historically. Not safer than current .app.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/hiring-managers-the-3-best-tips-for-effective-interviewing,wp_services_or_content,1182.47,254,7.0,8.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/graphic-designers,wp_services_or_content,1172.76,73,2.0,4.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/web-developer-from-philippines-au,wp_services_or_content,1158.77,29,0.0,5.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com/virtual-assistants,wp_services_or_content,1130.43,55,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/professional-services-australia,wp_services_or_content,976.46,27,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/recruitment-assistant-from-philippines-au,wp_services_or_content,906.72,16,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/executive-assistants,wp_services_or_content,868.02,106,2.0,7.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/marketing-and-media-agency-australia,wp_services_or_content,862.07,28,1.0,9.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/professional-services,wp_services_or_content,820.95,50,2.21,6.42,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/service-businesses-australia,wp_services_or_content,738.57,26,1.0,5.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/social-media-virtual-assistants-au,wp_services_or_content,718.75,15,1.0,6.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/administrative-support-with-virtual-assistants,wp_services_or_content,684.73,38,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://support.virtualcoworker.com/support/solutions/articles/4000176072-what-is-a-w-8ben-form-and-why-does-it-matter-,wp_services_or_content,630.36,162,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/virtual-assistants,wp_services_or_content,560.97,179,5.5,7.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us,app_paid,517.49,225,0.0,0.0,200,True,True,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/5-reasons-shouldnt-hire-virtual-assistant,wp_services_or_content,500.42,85,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/content-creation-with-virtual-assistants-australia,wp_services_or_content,484.81,28,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/about,wp_services_or_content,460.99,50,1.0,1.5,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/financial-services,wp_services_or_content,415.43,25,2.0,4.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/financial-services-australia,wp_services_or_content,407.09,17,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/recruitment-assistants,wp_services_or_content,374.55,75,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/4-epic-virtual-team-building-ideas,wp_services_or_content,367.67,62,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/ecommerce-companies-australia,wp_services_or_content,332.63,11,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/contact-us,wp_contact,314.9,11,0.0,2.0,200,True,True,uncertain,"Gravity Form exists (name, email, phone, company, country, message required; Job radio on US). Dual-door. Uncertain quality.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.app/au,app_paid,307.06,83,0.0,0.0,200,True,True,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/recruitment-assistants,wp_services_or_content,267.09,32,2.0,4.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/ecommerce-companies,wp_services_or_content,238.32,12,0.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/success-stories,wp_services_or_content,236.21,12,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/content-writers,wp_services_or_content,225.05,12,1.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/discover-the-best-virtual-assistant-services-for-your-business-in-2024,wp_services_or_content,196.29,7,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/the-benefits-of-hiring-a-virtual-assistant-for-small-business-owners,wp_services_or_content,187.36,31,2.0,5.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/virtual-assistants-and-project-management-au,wp_services_or_content,179.35,8,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/technology-companies,wp_services_or_content,179.23,7,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://support.virtualcoworker.com/support/solutions/articles/4000203504-steps-in-gmail-account-creation,wp_services_or_content,173.76,13,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/virtual-assistants-healthcare-australia-advantages-applications,wp_services_or_content,160.89,6,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/about-virtual-coworker,wp_services_or_content,160.44,16,0.33,1.33,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/success-stories,wp_services_or_content,152.14,15,1.99,3.99,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/content-creation-with-virtual-assistants,wp_services_or_content,147.25,11,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/using-virtual-assistants-social-media-management,wp_services_or_content,137.09,6,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/the-surge-in-virtual-assistant-employment-its-impact-on-your-business,wp_services_or_content,129.48,26,0.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/bookkeepers-accountants,wp_services_or_content,125.92,20,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/the-ultimate-guide-to-interviewing-a-virtual-assistant-key-questions-to-ask,wp_services_or_content,125.44,69,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/services/lead-generation-specialists,wp_services_or_content,123.03,9,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/virtual-assistants-and-project-management,wp_services_or_content,121.53,9,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/why-australian-companies-are-outsourcing-to-the-philippines,wp_services_or_content,102.09,2,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/virtual-assistants-for-event-planning,wp_services_or_content,95.23,11,0.0,3.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/five-ways-a-filipino-virtual-assistant-can-help-make-sales-professionals-more-money,wp_services_or_content,91.83,3,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/virtual-assistants-social-media-management,wp_services_or_content,91.03,8,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/train-your-virtual-assistant-for-maximum-productivity,wp_services_or_content,85.88,13,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/market-research-virtual-assistants-au,wp_services_or_content,79.67,5,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/virtual-coworker-achieves-the-largest-social-media-following-of-any-virtual-assistant-company-in-the-philippines,wp_services_or_content,78.77,2,0.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/5-reasons-shouldnt-hire-virtual-assistant,wp_services_or_content,78.62,18,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/sales,app_paid,68.09,21,0.0,1.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/hr-management-with-virtual-assistants,wp_services_or_content,67.4,2,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.app/au/recruitment,app_paid,66.28,17,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/the-benefits-of-hiring-a-virtual-assistant-for-small-business-owners,wp_services_or_content,64.34,21,0.0,2.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/bookkeeping,app_paid,59.82,18,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/blog,wp_services_or_content,57.75,5,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/social-media,app_paid,56.95,17,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/how-to-develop-training-and-management-processes-for-your-virtual-assistant,wp_services_or_content,51.85,12,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/blog,wp_services_or_content,50.54,9,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/recruitment,app_paid,50.52,13,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/how-to-use-a-virtual-sales-assistant,wp_services_or_content,46.09,5,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/the-secret-to-a-successful-recruitment-partnership,wp_services_or_content,45.01,2,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/9-best-questions-to-ask-a-virtual-assistant-during-an-interview,wp_services_or_content,44.96,46,0.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.app/au/administrative-support,app_paid,44.33,9,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/contact,wp_contact,44.03,12,0.0,0.0,200,True,True,uncertain,"Gravity Form exists (name, email, phone, company, country, message required; Job radio on US). Dual-door. Uncertain quality.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/8-things-to-look-for-in-a-virtual-assistant,wp_services_or_content,43.67,21,1.0,1.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/how-virtual-assistants-can-enhance-your-online-presence,wp_services_or_content,43.23,1,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/services/digital-marketing-manager,wp_services_or_content,41.69,1,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://timetracking.virtualcoworker.com/www/customer_athenait.shtml,wp_services_or_content,39.24,1,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/top-10-gift-guide-for-virtual-staff-in-the-philippines,wp_services_or_content,37.75,9,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/boosting-email-marketing-virtual-assistants,wp_services_or_content,37.44,2,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/beginners-guide-to-interviewing-a-virtual-assistant,wp_services_or_content,36.72,14,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/virtual-assistants-in-hr-management,wp_services_or_content,36.39,2,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/4-benefits-of-hiring-a-virtual-assistant,wp_services_or_content,35.87,16,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/digital-marketing,app_paid,35.68,12,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/administrative-support,app_paid,35.65,12,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/how-to-find-the-perfect-virtual-assistant,wp_services_or_content,33.66,7,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.app/us/customer-service,app_paid,32.26,10,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/rise-of-virtual-assistant-staff,wp_services_or_content,31.42,16,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
AU,https://virtualcoworker.app/au/bookkeeping,app_paid,29.52,7,0.0,0.0,,False,False,uncertain,"Current Stage 1 destination. Ungated employer form (name, email, phone required; website optional). Thank-you in GA4 is testing.",2024-08-01 to 2026-08-12
AU,https://virtualcoworker.com.au/beginners-guide-to-interviewing-a-virtual-assistant,wp_services_or_content,29.25,12,0.43,2.43,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
US,https://virtualcoworker.com/virtual-assistants-data-management,wp_services_or_content,29.06,1,0.0,0.0,,False,False,uncertain,Service/content page: no on-page employer form (crawl). Ads conversions attributed here are not form-on-URL.,2024-08-01 to 2026-08-12
