Account,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget type,Bid Strategy Type,Networks,Languages,Location,Location options,Tracking template,Final URL suffix,Ad Group,Ad Group Status,Maximum CPC bid limit,Keyword,Criterion Type,Keyword Status,Ad Status,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Link Text,Description Line 1,Description Line 2,Callout text,Header,Snippet Values,Negative,Comment
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,social media marketing virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,va for social media,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,virtual social media manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,social media virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,hire social media virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,social media va,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,virtual social media assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,social media management virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Social_Media_VA_PH,,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/social-media,social,va,Hire a Social Media VA,Social Media VA Philippines,Hire Social Media Assistant,Filipino Social Media VA,Dedicated Social Media Seat,You Interview the Shortlist,Staffing Not Freelance,US Hours Social Media VA,Social Calendar and Inbox,Community Replies Covered,Hire From the Philippines,Not a Gig Marketplace,Vetted Social Media Hire,Keep Channels Active,Book a Strategy Call,Hire a dedicated Filipino social media VA. We recruit and vet. You interview first.,"Scheduling, replies, and reporting on your US hours. You meet them before they start.","For employers only. This is a staffing hire, not a job ad and not a freelance gig.",Tell us the seat. We shortlist. You decide who joins your social channels.,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Ad group,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,digital marketing virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,marketing virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,virtual marketing assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,hire marketing virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,marketing va,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,virtual assistant for digital marketing,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,digital marketing va,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,virtual assistant digital marketing,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,marketing virtual assistants,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,hire digital marketing va,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,remote marketing assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,digital marketing virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,marketing virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,virtual marketing assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,hire marketing virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,digital marketing va,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,,,Presence,,,Digital_Marketing_VA_PH,,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/digital-marketing,marketing,va,Hire a Marketing VA,Digital Marketing VA Hire,Marketing VA Philippines,Hire Marketing Support,Filipino Marketing VA,Campaigns and Reporting,You Interview Finalists,Execution Not Strategy,Dedicated Marketing Seat,US Hours Marketing Hire,Content Ops Support,Staffing Not Freelance,Vetted Marketing Shortlist,Hire From the Philippines,Book a Strategy Call,Hire a dedicated Filipino marketing VA. We recruit and vet. You interview first.,"Campaign support, reporting, and content ops on your hours. You keep the hire call.","For employers only. Staffing hire, not a job ad, not a freelance marketing gig.",Tell us the seat. We shortlist. You decide who joins your marketing work.,,,,,,,,Social/Marketing VA expansion 2026-08-19 · NEW paused only · do not enable with overlapping Social_Media_Hire_PH / Digital_Marketing_Hire_PH terms · Campaign/Ad Group Status blank on purpose (live US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,interview questions,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,become a virtual assistant,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,become a social media va,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,become a social media manager,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,social media interview questions,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,social media va salary,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,pinterest va jobs,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,instagram va jobs,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,tiktok va jobs,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,,,,youtube va jobs,Campaign negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Neg_SocialMarketing_VA · incremental job-seeker roots 2026-08-19 · not remote/work · existing Job Seekers/Competitors/Sniper unchanged
