Account,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget type,Bid Strategy Type,Networks,Languages,Location,Location options,Tracking template,Final URL suffix,Ad Group,Ad Group Status,Maximum CPC bid limit,Keyword,Criterion Type,Keyword Status,Ad Status,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Link Text,Description Line 1,Description Line 2,Callout text,Header,Snippet Values,Negative,Comment
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,hire real estate executive assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,real estate executive assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,property management bookkeeper,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,hire property management bookkeeper,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,dedicated lead generation virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,hire dedicated real estate staff,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Ad,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Ops_Hire_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,property,staff,Hire Property Staff,Assistant Property Manager,Guest Relations Hire,Hire Guest Relations,Property Bookkeeper Hire,Real Estate EA Hire,Dedicated Lead Gen Seat,Staffing Not Lead Buying,You Interview Finalists,Philippines Property Staff,US Property Teams Hire,Own The Operations Seat,Dedicated Headcount Hire,Tell Us Who You Need,Property Ops Staffing,Dedicated property staff: assistant managers, guest relations, lead gen, books, and EAs.,This is a staffing hire, not a lead-buying service or a cold-calling desk.,You interview the shortlist. We recruit dedicated Philippines staff for US hours.,For operators who need someone to own the seat so they can stay on strategy.,,,,,,,,,,,RE ops RSA · paused · supported seats only · no setter/ISA/PPL · no invented pricing
496-715-1855,Ad group,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLES satellite — RE_Property_Manager_PH · Paused until hub ST proves volume
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,assistant property manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,hire an assistant property manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,remote assistant property manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,offshore assistant property manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,filipino assistant property manager,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Ad,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Property_Manager_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,property,staff,Hire Property Staff,Assistant Property Manager,Guest Relations Hire,Hire Guest Relations,Property Bookkeeper Hire,Real Estate EA Hire,Dedicated Lead Gen Seat,Staffing Not Lead Buying,You Interview Finalists,Philippines Property Staff,US Property Teams Hire,Own The Operations Seat,Dedicated Headcount Hire,Tell Us Who You Need,Property Ops Staffing,Dedicated property staff: assistant managers, guest relations, lead gen, books, and EAs.,This is a staffing hire, not a lead-buying service or a cold-calling desk.,You interview the shortlist. We recruit dedicated Philippines staff for US hours.,For operators who need someone to own the seat so they can stay on strategy.,,,,,,,,,,,RE ops RSA · paused · supported seats only · no setter/ISA/PPL · no invented pricing
496-715-1855,Ad group,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLES satellite — RE_Guest_Relations_PH · Paused until hub ST proves volume
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,guest relations specialist,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,hire guest relations specialist,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,remote guest relations specialist,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,guest relations coordinator,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,property guest relations,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Ad,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Guest_Relations_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,property,staff,Hire Property Staff,Assistant Property Manager,Guest Relations Hire,Hire Guest Relations,Property Bookkeeper Hire,Real Estate EA Hire,Dedicated Lead Gen Seat,Staffing Not Lead Buying,You Interview Finalists,Philippines Property Staff,US Property Teams Hire,Own The Operations Seat,Dedicated Headcount Hire,Tell Us Who You Need,Property Ops Staffing,Dedicated property staff: assistant managers, guest relations, lead gen, books, and EAs.,This is a staffing hire, not a lead-buying service or a cold-calling desk.,You interview the shortlist. We recruit dedicated Philippines staff for US hours.,For operators who need someone to own the seat so they can stay on strategy.,,,,,,,,,,,RE ops RSA · paused · supported seats only · no setter/ISA/PPL · no invented pricing
496-715-1855,Ad group,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Lead_Gen_PH,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLES satellite — RE_Lead_Gen_PH · dedicated headcount only · Paused
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Lead_Gen_PH,Paused,,hire dedicated lead generation specialist,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Lead_Gen_PH,Paused,,dedicated lead generation hire,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Keyword,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Lead_Gen_PH,Paused,,hire dedicated lead generation staff,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE targeting 2026-08-19 · Exact · Paused · supported ops seat · not generic Real Estate VA
496-715-1855,Ad,VC_US_S_ROLES,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,RE_Lead_Gen_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,property,staff,Hire Property Staff,Assistant Property Manager,Guest Relations Hire,Hire Guest Relations,Property Bookkeeper Hire,Real Estate EA Hire,Dedicated Lead Gen Seat,Staffing Not Lead Buying,You Interview Finalists,Philippines Property Staff,US Property Teams Hire,Own The Operations Seat,Dedicated Headcount Hire,Tell Us Who You Need,Property Ops Staffing,Dedicated property staff: assistant managers, guest relations, lead gen, books, and EAs.,This is a staffing hire, not a lead-buying service or a cold-calling desk.,You interview the shortlist. We recruit dedicated Philippines staff for US hours.,For operators who need someone to own the seat so they can stay on strategy.,,,,,,,,,,,RE ops RSA · paused · supported seats only · no setter/ISA/PPL · no invented pricing
