Account,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget type,Bid Strategy Type,Networks,Languages,Location,Location options,Tracking template,Final URL suffix,Ad Group,Ad Group Status,Maximum CPC bid limit,Keyword,Criterion Type,Keyword Status,Ad Status,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Link Text,Description Line 1,Description Line 2,Callout text,Header,Snippet Values,Negative,Labels,Comment
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,virtual assistant services for realtors,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual assistant services for realtors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,real estate virtual assistant companies,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · real estate virtual assistant companies
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,real estate virtual assistant companies,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · real estate virtual assistant companies
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,hire a virtual assistant real estate,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · hire a virtual assistant real estate
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,hire a virtual assistant real estate,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · hire a virtual assistant real estate
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,best real estate virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · best real estate virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,best real estate virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · best real estate virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,real estate virtual assistant hiring,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,property management virtual assistant jobs,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,property management virtual assistant job description,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,become a real estate virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,freelance real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,real estate assistant remote,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,remote real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,real-estate,hire,Hire a Real Estate VA,Real Estate VA Philippines,For Your Real Estate Team,We Recruit. You Interview.,"Dedicated Staff, Your Hours",Vetted Staff for Your Team,Hire Remote Real Estate Staff,Not a Freelance Marketplace,Build Your Hiring Shortlist,Filipino VA for Business,You Interview and Choose,Book a Hiring Consultation,Dedicated Remote Staff,Staff for US Real Estate,Employers Hiring Staff,Tell us the role. We recruit and vet candidates. You interview and choose who joins.,"Hire dedicated Philippines staff who work your US hours, not marketplace freelancers.",Virtual Coworker shortlists people for your real-estate team. You decide who starts.,For companies hiring staff. Book a hiring consultation to start the shortlist.,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · RSA A static employer control · no DKI
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_VA_PH,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,real-estate,staff,Lead Follow-Up Support,CRM and Marketing Support,Listing and Admin Support,For Brokerages and Teams,{KeyWord:Hire Real Estate VA},Follow Up on Your Leads,Keep the CRM Current,Listings and Paperwork,Marketing Support Staff,Appointment Setting Help,Work Your US Hours,You Interview Finalists,"Dedicated Staff, Not Gigs",Hire for Your Workflow,Book a Hiring Consult,"Build support around lead follow-up, CRM, marketing, listings and administration.",Hire dedicated Philippines staff who work your US hours. We recruit. You interview.,Tell us the workflow. We shortlist people for your real-estate team. You choose.,"Book a hiring consultation. Dedicated staff, not one-off freelance task work.",,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · RSA B task challenger · one unpinned DKI
496-715-1855,Ad group,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,Enabled,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · Investor cluster. One Broad only: virtual assistant for real estate investors. · Final URL=/us/real-estate · Campaign Status blank (live-US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,virtual assistant for real estate investors,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · virtual assistant for real estate investors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,virtual assistant for real estate investors,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual assistant for real estate investors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,virtual assistant for real estate investors,Broad,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Broad · virtual assistant for real estate investors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,best virtual assistants for real estate investors,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · best virtual assistants for real estate investors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,best virtual assistants for real estate investors,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · best virtual assistants for real estate investors
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,virtual assistant for wholesaling real estate,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · virtual assistant for wholesaling real estate
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,virtual assistant for wholesaling real estate,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual assistant for wholesaling real estate
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,wholesaling virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · wholesaling virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,wholesaling virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · wholesaling virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,real estate virtual assistant hiring,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,property management virtual assistant jobs,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,property management virtual assistant job description,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,become a real estate virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,freelance real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,real estate assistant remote,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,remote real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,investors,hire,VA for Real Estate Investors,Hire Investor Support Staff,For Real Estate Investors,We Recruit. You Interview.,"Dedicated Staff, Your Hours",Vetted Staff for Your Team,Not a Freelance Marketplace,You Interview and Choose,Filipino VA for Business,Build Your Hiring Shortlist,Work Your US Hours,Dedicated Remote Staff,Book a Hiring Consultation,Staff for Investor Teams,Hire Remote Investor Staff,Tell us the role. We recruit and vet candidates. You interview and choose who joins.,"Hire dedicated Philippines staff who work your US hours, not marketplace freelancers.",Virtual Coworker shortlists people for investor support. You decide who starts.,For companies hiring staff. Book a hiring consultation to start the shortlist.,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · RSA A static employer control · no DKI
496-715-1855,Ad,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Real_Estate_Investors_VA_PH,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us/real-estate,investors,staff,Lead Follow-Up Support,CRM and List Support,Investor Admin Support,Follow Up on Your Leads,Keep the CRM Current,Deal Admin Support,Listings and Paperwork,For Investor Workflows,"Dedicated Staff, Not Gigs",You Interview Finalists,Work Your US Hours,Not a Gig Marketplace,Book a Hiring Consult,Hire Investor Admin Help,You Choose Who Joins,"Build support around lead follow-up, CRM, lists and administration for investors.",Hire dedicated Philippines staff who work your US hours. We recruit. You interview.,Tell us the workflow. We shortlist people for your investor team. You choose.,"Book a hiring consultation. Dedicated staff, not one-off freelance task work.",,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · RSA B task challenger · no DKI
496-715-1855,Ad group,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,Enabled,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · Property-management cluster. Exact+Phrase only. · Final URL=/us/real-estate · Campaign Status blank (live-US-safe)
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · property management virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · property management virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual assistant property management,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · virtual assistant property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual assistant property management,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual assistant property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual assistant for property management,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · virtual assistant for property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual assistant for property management,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual assistant for property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual property management assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · virtual property management assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,virtual property management assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · virtual property management assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property manager virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · property manager virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property manager virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · property manager virtual assistant
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant companies,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · property management virtual assistant companies
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant companies,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · property management virtual assistant companies
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,best virtual assistant for property management,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Exact · best virtual assistant for property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,best virtual assistant for property management,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · +Phrase · best virtual assistant for property management
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,real estate virtual assistant hiring,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant jobs,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,property management virtual assistant job description,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,become a real estate virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,freelance real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,real estate assistant remote,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
496-715-1855,Keyword,VC_US_S_ROLES,Search,,,,,Google Search,en,,Presence,,,Property_Management_VA_PH,,,remote real estate assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_REAL_ESTATE_TEST_2026-08-18,VC_REAL_ESTATE_TEST_2026-08-18 · ad-group exact negative · job-seeker query
