Account,Row Type,Campaign,Ad Group,Keyword,Match,Keyword Status,Future LP (not live),Cluster status,Comment
496-715-1855,Keyword,VC_US_S_CORE,Offshore_VA_PH,virtual assistant in the philippines,Exact,Paused,/us/philippines-virtual-assistants,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · US CORE PH VA Exact · retarget LP later · evidence: live Phrase/Exact + competitor seed language already in account"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant agencies,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant company,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant companies,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant firm,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,va company,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,va firm,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,filipino va agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,filipino virtual assistant agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,filipino virtual assistant company,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,philippines virtual assistant agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,philippines va company,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant company philippines,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,dedicated virtual assistant agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,VA_Agency_Firm_PH,virtual assistant outsourcing agency,Exact,Paused,/us/virtual-assistant-agency,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Retarget agency nouns here · do not clone a new AG · ST: virtual assistant agency / va company"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,remote staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,remote staffing agencies,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,virtual staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,virtual assistant staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,offshore staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,offshore staffing company,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,philippines staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,philippines staffing company,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,staffing firm philippines,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,filipino staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,philippines virtual staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,philippines remote staffing agency,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Staffing_Agency_PH,virtual staffing company,Exact,Paused,/us/staffing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Dedup remote staffing agency vs Agency_PH · /us/staffing not Ads until measurement"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,philippines outsourcing agency,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,outsourcing agency philippines,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,outsourcing company philippines,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,filipino outsourcing agency,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,va outsourcing philippines,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,philippines va outsourcing,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_CORE,Agency_PH,offshore va agency,Exact,Paused,/us/staffing,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Keep as PH outsourcing home · retarget LP later · do not duplicate remote staffing Exact"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,bookkeeping virtual assistant,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,virtual assistant bookkeeping,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,virtual assistant bookkeeper,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,virtual bookkeeper,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,virtual bookkeeping,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,remote bookkeeper,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,philippines bookkeepers,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,bookkeeper philippines,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Bookkeeping_Hire_PH,quickbooks virtual assistant,Exact,Paused,/us/bookkeeping,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase/ST · GA4 /us/bookkeeping 40 sess / 47.5%"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,virtual assistant customer service,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,filipino customer service,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,philippines customer service,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,customer service philippines,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,outsource customer service,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Customer_Service_Hire_PH,philippines customer service outsourcing,Exact,Paused,/us/customer-service,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Employer phrases only · reject CSR job titles"
496-715-1855,Keyword,VC_US_S_ROLES,Administration_EA_PH,virtual administrative assistant,Exact,Paused,/us/administrative-support,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Light Exact after page fix · GA4 admin 21.4% engaged"
496-715-1855,Keyword,VC_US_S_ROLES,Administration_EA_PH,remote executive assistant,Exact,Paused,/us/administrative-support,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Light Exact after page fix · GA4 admin 21.4% engaged"
496-715-1855,Keyword,VC_US_S_ROLES,Administration_EA_PH,virtual executive assistant philippines,Exact,Paused,/us/administrative-support,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Light Exact after page fix · GA4 admin 21.4% engaged"
496-715-1855,Keyword,VC_US_S_ROLES,Administration_EA_PH,executive assistant philippines,Exact,Paused,/us/administrative-support,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Light Exact after page fix · GA4 admin 21.4% engaged"
496-715-1855,Keyword,VC_US_S_ROLES,Administration_EA_PH,personal assistant philippines,Exact,Paused,/us/administrative-support,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Light Exact after page fix · GA4 admin 21.4% engaged"
496-715-1855,Keyword,VC_US_S_ROLES,Digital_Marketing_Hire_PH,digital marketing virtual assistant,Exact,Paused,/us/digital-marketing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase · GA4 17 sess / 29.4%"
496-715-1855,Keyword,VC_US_S_ROLES,Digital_Marketing_Hire_PH,marketing virtual assistant,Exact,Paused,/us/digital-marketing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase · GA4 17 sess / 29.4%"
496-715-1855,Keyword,VC_US_S_ROLES,Digital_Marketing_Hire_PH,remote marketing assistant,Exact,Paused,/us/digital-marketing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase · GA4 17 sess / 29.4%"
496-715-1855,Keyword,VC_US_S_ROLES,Digital_Marketing_Hire_PH,virtual marketing assistant,Exact,Paused,/us/digital-marketing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase · GA4 17 sess / 29.4%"
496-715-1855,Keyword,VC_US_S_ROLES,Digital_Marketing_Hire_PH,marketing virtual assistants,Exact,Paused,/us/digital-marketing,expand,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Exact of proven Phrase · GA4 17 sess / 29.4%"
496-715-1855,Keyword,VC_US_S_ROLES,Sales_Hire_PH,sales virtual assistant,Exact,Paused,/us/sales,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Do not expand appointment setter"
496-715-1855,Keyword,VC_US_S_ROLES,Sales_Hire_PH,virtual sales assistant,Exact,Paused,/us/sales,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Do not expand appointment setter"
496-715-1855,Keyword,VC_US_S_ROLES,Sales_Hire_PH,virtual assistant for lead generation,Exact,Paused,/us/sales,preserve,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · Do not expand appointment setter"
496-715-1855,Keyword,(none live — test later),(do not create until measurement),real estate virtual assistant,Exact,Paused,/us/real-estate,test later,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · No VC ST in RSA dump · competitor overlap + our page exists · not Ads"
496-715-1855,Keyword,(none live — test later),(do not create until measurement),real estate virtual assistants,Exact,Paused,/us/real-estate,test later,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · No VC ST in RSA dump · competitor overlap + our page exists · not Ads"
496-715-1855,Keyword,(none live — test later),(do not create until measurement),real estate admin virtual assistant,Exact,Paused,/us/real-estate,test later,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · No VC ST in RSA dump · competitor overlap + our page exists · not Ads"
496-715-1855,Keyword,(none live — test later),(do not create until measurement),hire real estate virtual assistant,Exact,Paused,/us/real-estate,test later,"PREVIEW ONLY · Paused/review-only · NOT an Editor import · do not upload to the live account · future LP only, Final URLs stay until /us events are trusted · No VC ST in RSA dump · competitor overlap + our page exists · not Ads"
