Account,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget type,Bid Strategy Type,Networks,Languages,Location,Location options,Tracking template,Final URL suffix,Ad Group,Ad Group Status,Maximum CPC bid limit,Keyword,Criterion Type,Keyword Status,Ad Status,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Link Text,Description Line 1,Description Line 2,Callout text,Header,Snippet Values,Negative,Comment
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual assistance,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Keywords_Paused_Live · George paused live USA Exact junk/general/job-seeker-y terms; synced from Editor DB ape_4967151855 (Get recent changes). Phrase stays paused (Exact-only bidding). (2026-08-07); was Exact
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual assistance services,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual assistant providers,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,find a virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual staffing company,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire a virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire filipino virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire filipino va,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire va philippines,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire virtual assistant philippines,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,how to hire a virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,looking for a virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual assistant for business,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,virtual assistant services,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,va agency,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_Keywords_Paused_Live · George paused live USA Exact junk/general/job-seeker-y terms; synced from Editor DB ape_4967151855 (Get recent changes). Phrase stays paused (Exact-only bidding). (2026-08-07); was Phrase
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,hire remote filipino assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,dedicated virtual assistant,Phrase,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Phrase — discovery from converting ST clusters
573-539-1940,Ad,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/au,hire,va,Hire Virtual Assistant PH,Hire Filipino VA,AU Employer VA Hire,Philippines VA Staffing,Dedicated Remote VA,Vetted VA Shortlist,Interview Before Hire,Not Gig Platform VA,How to Hire a VA,Core VA Hire Process,Hire PH Role Staff,Remote Admin Capacity,Clear Employer Process,Staffing Partner Hire,{KeyWord:Hire Virtual Assistant},Hire dedicated Philippines VAs for your Australian business.,Tell us who you need. We recruit and screen — you interview the shortlist.,For businesses only. A form submit is not a hire or placement.,Staffing partner for established businesses — not DIY training or job ads.,,,,,,,,Core RSA hire; Final URL=market home
573-539-1940,Ad,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/au,va,hire,Looking for a VA?,VA for Hire Philippines,Virtual Assistant Agency,AU VA Hiring Path,Filipino VA for Business,You Interview Finalists,Dedicated Not Freelance,VA Services for SMBs,Hire Remote VA Seat,Employer Hiring Only,Virtual Staffing Partner,Not a Job Board VA,Scale Admin Bandwidth,Request Hiring Shortlist,{KeyWord:Hire Filipino VA},Match hire-VA searches to vetted Philippines talent for Australian employers.,We shortlist. You interview. Dedicated seat — not marketplace task work.,Employer hire path for dedicated VA seats — not marketplace task work.,Tell us the role. We recruit and vet. You decide who joins.,,,,,,,,Core RSA hire_b; Final URL=market home
573-539-1940,Ad,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Hire_VA_PH,Paused,,,,,Paused,Responsive search ad,https://www.virtualcoworker.app/au,shortlist,va,How to Hire a VA Fast,VA Shortlist for Employers,Screened Filipino Finalists,AU Hire Path Speed,Recruit Vet Then Interview,Skip Job Board Searching,Get VA Candidates Ready,Staffing Pipeline Hire,Role Brief to Shortlist,Employer Shortlist First,Vetted Remote VA Seats,Not DIY VA Hiring,Dedicated Hire Support,Clear Next Hire Step,{KeyWord:How to Hire a VA},Need a VA for your Australian business? We recruit and screen — you interview.,"Shortlist-first hiring: tell us the role, review vetted Philippines finalists.",Speed comes from a staffing pipeline — timelines confirmed in follow-up.,For businesses only. An accepted form is not a hire or placement.,,,,,,,,Core RSA hire_c; Final URL=market home
573-539-1940,Ad group,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORE AG — Offshore_VA_PH; Final URL=market home
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,filipino virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,filipino virtual assistants,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,filipino va,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,filipino vas,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistant philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,philippines virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistants philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,philippine virtual assistant,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistant in philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistants in philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistants in the philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,virtual assistant from the philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,va philippines,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
573-539-1940,Keyword,VC_AU_S_CORE,Search,Paused,,Daily,Maximize Clicks,Google Search,,,Presence,,,Offshore_VA_PH,Paused,,philippines va,Exact,Paused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v6 Exact — ST evidence + employer long-tail
